Lon,lat,depth,b1,b2,b3,b4,b5,b6,b8,b10
83.38655853,17.78243256,0.929,0.010619854,0.014307172,0.020201467,0.008655855,0.007048295,0.00738629,0.00367525,0.003240616
83.39131165,17.78580666,8.415,0.008370236,0.00976215,0.010800818,0.004227372,0.004312485,0.005137375,0.002092947,0.001641865
83.38787842,17.78277779,3.624,0.009556002,0.012356406,0.015337525,0.005393223,0.004886748,0.006325374,0.002902657,0.002479227
83.38720703,17.7816124,1.929,0.010604083,0.013455805,0.01829269,0.007667666,0.006249886,0.006872822,0.003159202,0.002440994
83.38721466,17.78260612,2.296,0.010322131,0.013094668,0.018047806,0.007225978,0.006033313,0.006919027,0.003344064,0.00282194
83.38710785,17.78125191,1.754,0.01060268,0.014610215,0.021042183,0.009447709,0.007040127,0.006618202,0.003379303,0.002593055
83.38954163,17.78691292,6.237,0.008102611,0.010837404,0.012175716,0.004820808,0.004852569,0.00637389,0.002867504,0.002365854
83.38653564,17.78089714,0.988,0.010546852,0.014455227,0.020693131,0.01100782,0.008359293,0.008014778,0.00393077,0.003658668
83.38706207,17.78522682,2.663,0.010111772,0.013588468,0.018061072,0.007417041,0.006354782,0.008365761,0.003787627,0.003013189
83.39214325,17.78408051,10.307,0.009112707,0.009534445,0.009626167,0.003902698,0.003861507,0.004410252,0.001612869,0.001450689
83.38687134,17.78486824,2.775,0.011397791,0.014480328,0.018911261,0.008041977,0.006925973,0.008323722,0.004007977,0.003165312
83.38653564,17.78089714,0.805,0.010546852,0.014455227,0.020693131,0.01100782,0.008359293,0.008014778,0.00393077,0.003658668
83.38708496,17.78658104,0.657,0.012744872,0.015376113,0.023307918,0.016178405,0.013988988,0.011788539,0.005036932,0.003431944
83.38653564,17.78089714,1.192,0.010546852,0.014455227,0.020693131,0.01100782,0.008359293,0.008014778,0.00393077,0.003658668
83.38619995,17.78388214,1.422,0.013611197,0.016157428,0.022904672,0.013290748,0.010218021,0.009548214,0.004264751,0.003583791
83.39037323,17.7858181,7.798,0.008381723,0.01019375,0.0114114,0.004231534,0.004448936,0.005649053,0.002277992,0.002098858
83.38600922,17.7836132,0.393,0.013319866,0.016889056,0.02365049,0.014400305,0.013808897,0.010434588,0.004999249,0.003964155
83.38687134,17.78504753,2.106,0.011981585,0.014165775,0.018912293,0.008265134,0.006750685,0.008366208,0.003897917,0.003013252
83.38754272,17.78576279,3.26,0.009818037,0.012745163,0.016506575,0.00647921,0.006046251,0.007858195,0.003530368,0.003051164
83.38643646,17.7808075,1.039,0.010547002,0.01545227,0.021441745,0.013187276,0.011079717,0.008183547,0.004481253,0.003886831
83.38877869,17.78647041,5.613,0.009045936,0.01136999,0.013538433,0.004957484,0.005206317,0.006925124,0.003051769,0.002556237
83.39070129,17.78193092,9.158,0.007522513,0.00931871,0.009471025,0.003628752,0.003592297,0.004321247,0.001611963,0.001412223
83.38589478,17.78216934,1.087,0.012258878,0.016198892,0.022200245,0.011773759,0.008894159,0.009078433,0.004740716,0.003887576
83.38819122,17.78503227,4.911,0.009279315,0.012000885,0.014340993,0.005626,0.005425915,0.007220161,0.003198476,0.002289766
83.39077759,17.78066444,8.752,0.007449997,0.00930813,0.00976321,0.003575907,0.003452545,0.004443129,0.001610226,0.001373476
83.39038086,17.78627014,7.641,0.00838308,0.010247688,0.010858278,0.004411065,0.003833366,0.005649676,0.002388446,0.002251251
83.38710785,17.7816124,1.582,0.010605091,0.013455805,0.01829269,0.007846076,0.006424911,0.00691549,0.003306491,0.002555185
83.38764191,17.78594208,3.521,0.009990929,0.01274554,0.016155532,0.006301646,0.006046133,0.007858195,0.003677207,0.002822869
83.39083862,17.78536224,7.87,0.008373625,0.010396832,0.011003443,0.004451033,0.004224681,0.005392208,0.002019769,0.001908289
83.38624573,17.78054047,0.798,0.019492935,0.018852161,0.026173372,0.02106956,0.016417051,0.015356412,0.007198182,0.008109255
83.38624573,17.78044891,0.016,0.019493103,0.017805645,0.027313873,0.023495242,0.03300032,0.01565144,0.02383245,0.022055397
83.38624573,17.78054047,0.411,0.019492935,0.018852161,0.026173372,0.02106956,0.016417051,0.015356412,0.007198182,0.008109255
83.38716125,17.78567696,2.6,0.009820643,0.013325728,0.017711375,0.007239451,0.006707521,0.008324565,0.003861238,0.002899094
83.38579559,17.78217125,0.141,0.020203056,0.017036609,0.02369564,0.013684224,0.010386826,0.009289718,0.004814278,0.004077891
83.3863678,17.78252602,1.745,0.012257421,0.014310097,0.020101542,0.008879113,0.007224938,0.00819036,0.004153019,0.003202702
83.38735199,17.78585625,2.808,0.009819523,0.013273161,0.017059587,0.006659897,0.006575261,0.008070511,0.003861238,0.003013237
83.38634491,17.7806282,0.376,0.014744812,0.016812027,0.023685636,0.017311577,0.014101113,0.010126543,0.006684469,0.005294581
83.38703156,17.78296852,2.109,0.010093658,0.014414627,0.019751532,0.008478173,0.006344019,0.007385768,0.003418189,0.003126558
83.38755798,17.78666496,2.708,0.01274043,0.01411383,0.022608196,0.013560606,0.010221003,0.00955018,0.00408184,0.003355727
83.39183807,17.78245926,9.528,0.008689472,0.009205379,0.008860602,0.00358068,0.003060083,0.004233872,0.001611167,0.001335837
83.38658142,17.78460121,1.113,0.011398879,0.015530303,0.021859175,0.01111516,0.009035247,0.008915557,0.004228593,0.00312729
83.39009857,17.786726,6.916,0.008154012,0.009988229,0.011265681,0.004726938,0.004673253,0.005905496,0.002609707,0.002213374
83.38629913,17.78442383,0.748,0.014080099,0.016630422,0.024052083,0.014358118,0.010351797,0.009676562,0.004559123,0.003431813
83.38647461,17.78351784,1.468,0.010631114,0.014997492,0.020307574,0.010087882,0.00793183,0.008405183,0.004043981,0.002974784
83.38634491,17.78053856,0.704,0.015497352,0.016812027,0.023983585,0.01761963,0.014101113,0.011182774,0.006684481,0.005294581
83.38731384,17.78251457,2.377,0.010320257,0.013092505,0.01794558,0.007225479,0.005682196,0.006918056,0.003270375,0.002897934
83.38784027,17.7865715,3.135,0.010051559,0.012902462,0.020111645,0.010002482,0.008420146,0.008493033,0.003787429,0.002899069
83.38631439,17.7856884,0.094,0.02177557,0.023099514,0.031935707,0.024523983,0.027738573,0.017557997,0.007019358,0.005143788
83.38607788,17.78216743,2.026,0.011673835,0.014151276,0.020500859,0.009590947,0.007619533,0.008358688,0.004373186,0.003659237
83.38682556,17.78161621,0.742,0.011017264,0.013458914,0.018644728,0.007802878,0.006206278,0.007212623,0.003526907,0.002707511
83.3868866,17.78586197,0.6,0.013907323,0.015846726,0.021611711,0.011472974,0.008554261,0.009001626,0.004375842,0.003355774
